household_key,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
1234,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1236,35-44,U,50-74K,Unknown,2 Adults Kids,3,1
1240,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
1247,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1248,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1256,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1257,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1
1258,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown
1260,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown
1261,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown
1263,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown
1264,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown
1267,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown
1268,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2
1270,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown
1272,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown
1285,25-34,B,25-34K,Renter,1 Adult Kids,3,2
1291,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown
1296,65+,A,25-34K,Homeowner,Single Female,2,None/Unknown
1297,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown
1299,35-44,U,15-24K,Renter,2 Adults Kids,4,2
1300,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2
1305,19-24,B,Under 15K,Renter,1 Adult Kids,2,1
1306,45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown
1316,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1318,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1321,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1326,45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown
1333,45-54,U,125-149K,Homeowner,2 Adults Kids,4,2
1337,45-54,U,50-74K,Homeowner,2 Adults Kids,4,2
1352,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1354,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1357,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1363,25-34,U,15-24K,Unknown,1 Adult Kids,2,1
1364,65+,B,100-124K,Homeowner,Single Female,1,None/Unknown
1367,35-44,U,75-99K,Homeowner,2 Adults Kids,3,1
1369,25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown
1370,65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1376,55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown
1378,25-34,U,100-124K,Unknown,Single Female,1,None/Unknown
1382,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1388,35-44,A,100-124K,Unknown,2 Adults Kids,3,1
1389,65+,A,100-124K,Homeowner,Single Female,2,None/Unknown
1391,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1393,35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown
1394,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1396,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
1397,45-54,B,35-49K,Renter,Single Female,1,None/Unknown
1402,55-64,U,15-24K,Unknown,Single Male,1,None/Unknown
1412,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
1418,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1
1419,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown
1421,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1423,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown
1425,19-24,B,50-74K,Unknown,2 Adults Kids,3,1
1428,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1429,45-54,B,35-49K,Renter,Single Female,1,None/Unknown
1430,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1
1437,25-34,A,15-24K,Homeowner,1 Adult Kids,3,1
1438,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown
1443,35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown
1445,35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
1451,45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+
1452,45-54,A,25-34K,Unknown,2 Adults Kids,3,1
1453,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1
1454,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1461,35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1462,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown
1467,35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2
1468,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1470,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown
1474,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
1475,25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown
1479,45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown
1481,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown
1483,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown
1484,19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1485,35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown
1488,25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown
1491,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1492,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1494,65+,B,25-34K,Unknown,Single Female,1,None/Unknown
1499,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1505,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown
1509,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1517,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2
1524,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1527,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1528,35-44,B,125-149K,Unknown,Single Female,1,None/Unknown
1529,45-54,U,50-74K,Unknown,Single Male,1,None/Unknown
1534,25-34,A,75-99K,Renter,2 Adults Kids,3,1
1536,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
1537,19-24,A,35-49K,Renter,2 Adults Kids,3,1
1540,45-54,U,15-24K,Unknown,2 Adults Kids,4,2
1541,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown
1545,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1549,45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown
1556,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1557,25-34,A,100-124K,Renter,1 Adult Kids,4,2
1563,45-54,A,75-99K,Homeowner,Unknown,3,1
1566,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1567,45-54,U,15-24K,Renter,Single Male,1,None/Unknown
1568,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown
1572,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1578,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
1580,19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
1585,45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown
1588,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
1591,25-34,U,25-34K,Unknown,Single Female,1,None/Unknown
1595,45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown
1604,35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown
1609,45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+
1618,35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown
1627,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown
1631,19-24,B,Under 15K,Renter,1 Adult Kids,4,3+
1633,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1634,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+
1648,35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown
1649,35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown
1650,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1
1653,35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown
1662,35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1676,35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown
1677,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1678,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown
1680,25-34,A,15-24K,Homeowner,2 Adults Kids,3,1
1686,45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1689,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
1692,35-44,U,50-74K,Unknown,Unknown,1,None/Unknown
1693,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1
1694,35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown
1695,35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown
1696,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
1707,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown
1708,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown
1709,25-34,A,35-49K,Unknown,2 Adults Kids,3,1
1710,35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown
1720,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
1722,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
1726,55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown
1740,19-24,U,250K+,Unknown,Single Female,1,None/Unknown
1745,45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown
1748,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
1749,55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown
1751,25-34,A,15-24K,Renter,2 Adults Kids,4,2
1753,45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown
1759,35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+
1762,45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+
1764,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2
1765,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
1775,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+
1778,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1779,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1785,25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+
1788,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1791,45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
1795,45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1796,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown
1797,65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown
1800,35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown
1802,45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1803,19-24,A,50-74K,Homeowner,2 Adults Kids,3,1
1804,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1812,45-54,U,50-74K,Unknown,Single Female,1,None/Unknown
1814,65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1815,45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
1816,19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+
1820,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1822,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1823,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1829,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown
1831,55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown
1833,25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+
1834,45-54,U,125-149K,Homeowner,Unknown,5+,3+
1841,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1844,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown
1845,45-54,U,175-199K,Unknown,2 Adults Kids,3,1
1847,45-54,U,175-199K,Unknown,Single Female,1,None/Unknown
1848,45-54,A,75-99K,Homeowner,Unknown,3,1
1850,65+,A,75-99K,Homeowner,Single Female,2,None/Unknown
1858,25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown
1861,25-34,U,15-24K,Homeowner,2 Adults Kids,4,2
1864,45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+
1865,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
1869,19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown
1873,35-44,U,15-24K,Unknown,Single Male,1,None/Unknown
1879,65+,A,35-49K,Unknown,Single Male,2,None/Unknown
1892,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1
1894,35-44,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
1896,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1899,25-34,A,25-34K,Homeowner,2 Adults Kids,3,1
1901,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1
1907,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown
1911,35-44,A,50-74K,Unknown,Single Male,2,None/Unknown
1914,55-64,B,75-99K,Homeowner,Single Female,1,None/Unknown
1917,65+,U,15-24K,Unknown,Single Female,1,None/Unknown
1919,35-44,A,35-49K,Homeowner,1 Adult Kids,5+,3+
1920,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1921,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1923,19-24,B,35-49K,Renter,Single Female,1,None/Unknown
1926,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1927,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown
1928,35-44,B,75-99K,Homeowner,2 Adults Kids,3,1
1929,35-44,B,25-34K,Homeowner,Single Male,1,None/Unknown
1931,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
1935,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1937,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1939,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1944,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2
1946,25-34,U,75-99K,Unknown,Single Male,1,None/Unknown
1948,35-44,U,50-74K,Homeowner,Single Female,1,None/Unknown
1949,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown
1953,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
1955,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown
1962,65+,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
1964,65+,U,Under 15K,Renter,Single Male,1,None/Unknown
1965,25-34,A,50-74K,Homeowner,2 Adults Kids,3,1
1975,35-44,B,75-99K,Renter,Single Male,1,None/Unknown
1976,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+
1979,45-54,U,150-174K,Unknown,2 Adults Kids,3,1
1980,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown
1982,25-34,U,100-124K,Unknown,Single Male,1,None/Unknown
1985,25-34,U,50-74K,Unknown,Unknown,5+,3+
1989,65+,U,15-24K,Homeowner,Single Female,1,None/Unknown
1990,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+
1995,25-34,B,25-34K,Unknown,1 Adult Kids,3,2
1997,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown
2002,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown
2004,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2006,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown
2007,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
2011,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown
2012,45-54,A,25-34K,Renter,Single Male,2,None/Unknown
2013,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown
2017,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2018,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2020,35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+
2023,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1
2024,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2030,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown
2040,25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown
2041,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown
2050,35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+
2053,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
2057,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2058,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2062,25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
2063,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2064,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown
2068,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown
2069,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown
2070,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
2076,25-34,A,100-124K,Homeowner,2 Adults Kids,3,1
2082,45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1
2084,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2085,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2086,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2087,45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown
2088,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown
2092,35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1
2094,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2097,35-44,A,15-24K,Homeowner,2 Adults Kids,5+,3+
2100,65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2102,55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown
2107,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
2110,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2111,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2112,45-54,A,35-49K,Homeowner,2 Adults Kids,5+,3+
2115,35-44,A,150-174K,Homeowner,2 Adults Kids,5+,3+
2116,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
2119,25-34,U,50-74K,Homeowner,Single Male,1,None/Unknown
2121,55-64,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2123,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2124,25-34,A,50-74K,Homeowner,2 Adults Kids,4,2
2129,25-34,U,35-49K,Unknown,1 Adult Kids,2,1
2130,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown
2133,55-64,A,100-124K,Unknown,2 Adults No Kids,2,None/Unknown
2134,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown
2140,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
2147,25-34,A,75-99K,Homeowner,2 Adults Kids,3,1
2148,55-64,A,35-49K,Homeowner,2 Adults Kids,4,2
2154,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2156,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2158,25-34,B,50-74K,Probable Renter,Single Female,1,None/Unknown
2162,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown
2168,35-44,U,50-74K,Unknown,Single Female,1,None/Unknown
2172,25-34,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
2173,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
2179,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1
2181,55-64,A,100-124K,Homeowner,2 Adults Kids,3,1
2182,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2183,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2184,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown
2185,25-34,U,125-149K,Homeowner,2 Adults Kids,4,2
2186,35-44,U,25-34K,Unknown,Single Female,1,None/Unknown
2188,65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2190,35-44,A,50-74K,Homeowner,2 Adults Kids,4,2
2193,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2194,55-64,B,25-34K,Homeowner,Single Male,1,None/Unknown
2198,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown
2199,19-24,U,50-74K,Unknown,2 Adults Kids,3,1
2200,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown
2203,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2208,35-44,U,50-74K,Unknown,1 Adult Kids,3,2
2209,25-34,A,35-49K,Renter,2 Adults Kids,5+,3+
2217,35-44,B,15-24K,Unknown,Single Female,1,None/Unknown
2221,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown
2224,19-24,B,250K+,Homeowner,Single Male,1,None/Unknown
2231,35-44,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown
2233,25-34,B,150-174K,Homeowner,Single Male,1,None/Unknown
2234,65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
2235,45-54,U,175-199K,Homeowner,2 Adults Kids,3,1
2237,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown
2243,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2250,35-44,U,75-99K,Unknown,Unknown,1,None/Unknown
2252,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2
2254,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown
2260,45-54,U,25-34K,Homeowner,Single Female,1,None/Unknown
2264,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown
2266,25-34,B,35-49K,Homeowner,Single Male,1,None/Unknown
2269,55-64,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
2272,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2279,25-34,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
2280,35-44,U,15-24K,Homeowner,2 Adults Kids,3,1
2282,55-64,B,175-199K,Homeowner,Single Female,1,None/Unknown
2284,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown
2292,45-54,A,35-49K,Renter,2 Adults Kids,5+,3+
2294,45-54,B,25-34K,Renter,2 Adults Kids,4,2
2295,35-44,B,35-49K,Renter,Single Male,1,None/Unknown
2296,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2298,65+,A,50-74K,Probable Renter,Single Female,2,None/Unknown
2300,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2302,35-44,A,35-49K,Homeowner,1 Adult Kids,3,1
2305,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown
2307,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1
2312,45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown
2314,45-54,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2317,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+
2318,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown
2322,45-54,U,175-199K,Homeowner,Single Male,1,None/Unknown
2324,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2328,45-54,U,250K+,Homeowner,2 Adults No Kids,2,None/Unknown
2330,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
2331,35-44,A,35-49K,Homeowner,2 Adults Kids,5+,3+
2334,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
2337,65+,U,Under 15K,Homeowner,1 Adult Kids,3,2
2341,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
2342,55-64,U,100-124K,Homeowner,Unknown,1,None/Unknown
2343,19-24,U,50-74K,Unknown,Single Male,1,None/Unknown
2347,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
2351,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
2359,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2360,25-34,B,50-74K,Homeowner,Unknown,1,None/Unknown
2361,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
2364,45-54,A,25-34K,Renter,2 Adults No Kids,2,None/Unknown
2367,45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown
2370,25-34,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
2374,45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
2376,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown
2378,25-34,A,50-74K,Unknown,2 Adults Kids,5+,3+
2380,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
2390,25-34,A,50-74K,Unknown,Single Female,2,None/Unknown
2393,35-44,U,75-99K,Homeowner,Single Male,1,None/Unknown
2397,65+,B,125-149K,Unknown,2 Adults No Kids,2,None/Unknown
2400,35-44,A,25-34K,Homeowner,2 Adults Kids,3,1
2405,25-34,U,15-24K,Unknown,Single Female,1,None/Unknown
2406,25-34,A,125-149K,Homeowner,2 Adults Kids,3,1
2407,45-54,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown
2411,65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
2420,45-54,U,15-24K,Unknown,2 Adults Kids,3,1
2421,45-54,A,150-174K,Homeowner,2 Adults Kids,5+,3+
2426,19-24,U,Under 15K,Probable Renter,Single Female,1,None/Unknown
2427,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1
2432,19-24,U,35-49K,Unknown,Single Female,1,None/Unknown
2435,45-54,U,50-74K,Homeowner,1 Adult Kids,5+,3+
2437,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+
2445,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown
2446,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
2447,35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2448,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2449,35-44,A,175-199K,Homeowner,2 Adults Kids,5+,3+
2453,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown
2455,45-54,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
2465,65+,A,15-24K,Homeowner,Single Female,2,None/Unknown
2467,35-44,A,75-99K,Homeowner,2 Adults Kids,3,1
2479,25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
2483,45-54,B,75-99K,Homeowner,Single Male,1,None/Unknown
2486,35-44,B,25-34K,Unknown,Single Male,1,None/Unknown
2488,45-54,B,35-49K,Homeowner,Single Female,1,None/Unknown
2489,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2494,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2496,45-54,A,75-99K,Homeowner,Unknown,3,1
2497,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
2498,25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
2499,25-34,U,Under 15K,Unknown,2 Adults Kids,3,1
